Year,Adult Mortality,Alcohol,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness 5-9 years,Income composition of resources,Schooling,Country_,Status_,Life expectancy 
2006,1.0,1.82,1,75.0,8.83,78.0,0.1,5372.65899,4.6,0.733,13.2,78,1,74.1
2002,31.0,1.6,63,8.0,3.7,78.0,3.5,39.484473,8.8,0.484,7.6,54,1,57.6
2007,82.0,1.78,0,98.0,6.64,98.0,0.1,52.862285,14.4,0.632,11.9,87,1,75.4
2011,57.0,10.69,0,99.0,7.54,99.0,0.1,32233.83942,1.0,0.847,13.8,38,0,79.7
2014,93.0,4.37,1,99.0,11.6,99.0,0.1,75.5199,3.3,0.772,14.0,37,1,79.0
2006,13.0,5.38,0,9.0,8.1,9.0,0.1,4383.59597,2.2,0.751,13.2,94,1,73.8
2002,211.0,11.48,0,94.0,4.84,94.0,0.1,538.347781,2.4,0.791,15.4,46,1,71.2
2008,339.0,1.71,95,88.0,3.9,88.0,6.4,916.8992515,8.2,0.506,10.4,74,1,57.9
2007,266.0,6.08,23,62.0,5.56,63.0,2.7,615.8198192,4.2,0.458,8.4,61,1,61.8
2008,185.0,6.41,0,91.0,4.4,9.0,0.3,21188.11857,6.4,0.767,12.4,142,1,69.9
2003,73.0,1.43,0,96.0,3.63,96.0,0.1,23573.6284,2.0,0.819,12.7,126,0,79.3
2008,218.0,7.32,1,93.0,7.46,93.0,0.8,2576.124957,5.4,0.618,10.7,60,1,66.3
2009,79.0,1.11,0,98.0,2.63,99.0,0.1,61478.23813,4.6,0.828,11.8,115,1,77.0
2004,47.0,9.76,907,43.0,4.33,33.0,5.4,648.815852,13.2,0.445,8.5,104,1,48.5
2000,15.0,8.59,0,96.0,7.22,99.0,0.1,24253.2542,0.9,0.847,17.3,49,1,77.5
2005,28.0,0.2,44,78.0,5.72,75.0,0.2,317.89198,18.2,0.469,9.4,99,1,65.4
2000,133.0,0.49,4,94.0,9.65,91.0,0.1,1657.889256,4.0,0.7,12.6,72,1,71.7
2014,132.0,0.01,121,97.0,2.82,97.0,0.1,184.56543,18.6,0.57,10.0,11,1,71.4
2003,22.0,1.76,0,95.0,3.35,94.0,0.1,2835.973972,3.9,0.689,13.3,48,1,68.0
2012,65.0,0.01,0,99.0,9.16,99.0,0.1,6541.7465,13.9,0.675,12.1,87,1,77.6
2000,116.0,3.64,0,87.0,7.9,85.0,0.1,1461.7552,3.2,0.0,0.0,18,1,74.6
2000,397.0,7.3,73,71.0,8.7,73.0,21.3,337.2253,19.1,0.635,13.0,129,1,57.3
2001,194.0,0.86,16,84.0,4.59,85.0,0.3,17.8159721,4.1,0.535,9.7,137,1,64.0
2006,64.0,6.5,0,98.0,8.95,98.0,0.1,46256.4716,1.3,0.892,15.9,134,0,88.0
2013,69.0,9.18,0,92.0,11.17,92.0,0.1,42889.88141,0.3,0.908,19.3,101,0,81.3
2010,291.0,0.2,44,62.0,4.55,64.0,2.2,438.7513346,8.2,0.38,8.3,58,1,57.8
2003,22.0,6.32,8,65.0,5.53,79.0,2.3,2372.628827,3.5,0.665,12.4,41,1,73.0
2003,11.0,11.54,0,96.0,9.51,96.0,0.1,4458.7764,1.0,0.882,16.3,39,0,77.3
2008,217.0,4.21,78,91.0,4.5,91.0,0.1,1919.466195,9.7,0.655,11.5,112,1,67.5
2014,117.0,0.01,0,95.0,4.76,95.0,0.2,3529.61843,6.7,0.643,13.5,25,1,73.0
2014,7.0,1.57,0,98.0,4.98,98.0,0.1,24983.3792,6.0,0.82,14.5,10,1,76.8
2011,85.0,11.92,0,97.0,1.7,97.0,0.1,23196.18375,0.5,0.818,16.2,114,0,82.0
2012,118.0,5.77,0,95.0,8.74,95.0,0.1,1592.6819,1.5,0.784,15.5,149,1,76.5
2004,228.0,0.44,90,92.0,1.97,82.0,0.5,219.8156688,13.6,0.455,7.8,97,1,63.5
2007,63.0,8.37,2,97.0,8.48,97.0,0.1,37698.78573,0.5,0.862,16.1,69,0,81.3
2014,61.0,6.06,0,93.0,9.72,93.0,0.1,975.49856,0.7,0.945,17.7,105,0,81.6
2001,228.0,6.68,0,97.0,6.17,97.0,0.1,3572.8513,2.8,0.728,14.2,77,0,69.9
2005,136.0,0.5,22,88.0,3.24,88.0,0.1,31.122378,6.0,0.68,12.0,2,1,72.9
2003,471.0,5.28,4,82.0,6.52,79.0,24.7,2482.36862,14.3,0.554,11.7,98,1,55.0
2000,76.0,2.53,1,93.0,7.13,93.0,0.1,2152.1432,1.1,0.845,15.2,68,1,78.9
2013,227.0,0.01,89,56.0,5.9,67.0,0.6,416.14838,9.9,0.341,5.3,103,1,69.0
2012,11.0,0.01,0,94.0,7.25,94.0,0.1,6586.71929,1.9,0.797,15.1,94,1,75.6
2000,222.0,0.46,0,9.0,8.12,9.0,0.1,796.7937634,0.2,0.0,10.0,75,1,64.1
2005,138.0,0.01,3,98.0,2.71,98.0,0.1,8171.361651,5.4,0.748,15.7,81,1,71.9
2007,149.0,3.85,0,49.0,5.25,53.0,0.1,322.543121,0.2,0.682,12.9,119,1,72.2
2007,296.0,0.45,2,88.0,7.72,88.0,3.5,147.586896,5.7,0.416,4.5,40,1,59.8
2005,67.0,6.41,0,94.0,8.83,92.0,0.1,15835.34667,0.7,0.805,14.8,89,0,79.0
2002,513.0,4.06,48,54.0,11.96,53.0,1.7,249.939542,1.0,0.306,7.2,125,1,48.0
2011,26.0,0.32,31,89.0,4.42,92.0,0.4,18.25321,1.1,0.455,7.9,122,1,64.9
2003,437.0,1.49,115,75.0,4.45,73.0,14.5,436.6875357,8.8,0.45,8.2,74,1,52.4
2014,123.0,9.09,1,93.0,1.37,93.0,0.1,62.173221,2.1,0.771,14.3,123,1,75.4
2003,13.0,2.96,467,87.0,4.82,86.0,0.1,1288.642924,4.7,0.61,9.9,32,1,73.1
2009,378.0,9.63,124,78.0,8.43,79.0,8.1,647.17732,6.1,0.464,10.8,146,1,57.5
2009,97.0,4.75,0,9.0,9.64,9.0,0.1,4697.89732,2.7,0.716,13.3,18,1,76.1
2006,92.0,12.4,4,99.0,1.53,99.0,0.1,36544.5853,0.6,0.87,16.1,50,1,86.0
2008,85.0,1.86,1,94.0,2.93,92.0,0.1,45758.9554,4.9,0.829,13.1,148,1,75.8
2003,332.0,4.58,92,83.0,5.61,79.0,2.9,332.344351,1.3,0.0,3.8,23,1,51.6
2002,313.0,10.87,24,97.0,5.99,97.0,0.3,2375.5944,2.9,0.727,12.8,117,1,64.8
2005,191.0,6.25,0,96.0,4.45,96.0,0.8,3933.332215,3.5,0.695,12.8,15,1,69.0
2011,438.0,5.2,3,85.0,8.61,91.0,15.7,3934.27325,5.2,0.526,11.2,133,1,55.0
2005,116.0,11.59,0,96.0,6.89,96.0,0.1,1224.2459,1.8,0.777,13.6,36,0,75.2
2006,262.0,0.25,2,69.0,4.57,69.0,0.1,648.38717,7.3,0.451,9.9,34,1,63.0
2010,14.0,4.72,12,92.0,5.3,93.0,0.2,522.493191,1.1,0.708,13.3,111,1,73.7
2013,192.0,0.01,0,99.0,4.26,99.0,0.1,4763.68956,3.7,0.719,15.0,48,1,69.6
2010,16.0,0.56,1,99.0,2.74,99.0,0.1,1928.74739,6.8,0.797,13.5,106,1,75.6
2005,129.0,1.29,36,9.0,5.45,9.0,0.1,7384.354661,4.9,0.681,11.9,144,1,72.4
2003,388.0,3.49,155,4.0,4.41,4.0,2.4,779.468356,1.3,0.406,5.9,3,1,46.8
2000,176.0,6.58,9,71.0,5.9,78.0,2.5,282.4242,3.7,0.651,12.2,41,1,72.0
2007,219.0,0.02,12,75.0,3.54,75.0,1.3,113.3128,9.1,0.475,7.4,90,1,61.2
2009,86.0,10.08,0,89.0,11.47,89.0,0.1,58163.29359,0.9,0.906,16.8,39,0,78.9
2009,66.0,9.99,2,96.0,9.52,96.0,0.1,32333.4661,0.5,0.858,16.3,130,0,81.6
2004,165.0,3.02,7,94.0,7.89,94.0,1.2,1217.657961,2.5,0.571,10.4,62,1,72.2
2009,218.0,7.49,1,97.0,7.32,98.0,0.3,2716.35256,5.4,0.618,10.5,60,1,66.1
2006,125.0,5.72,2,98.0,7.0,88.0,0.1,5348.518399,2.0,0.744,12.9,108,1,76.2
2013,78.0,1.82,1,98.0,3.49,98.0,0.1,4335.64268,5.0,0.829,13.3,148,1,76.7
2012,42.0,0.01,46,95.0,12.6,96.0,8.3,374.51882,6.5,0.454,10.7,85,1,55.3
2000,19.0,0.02,495,65.0,2.79,62.0,0.1,533.8624114,22.6,0.445,5.3,107,1,62.8
2006,115.0,0.58,1,98.0,2.31,98.0,0.1,1448.55,6.8,0.748,11.6,106,1,74.7
2012,241.0,1.84,221,7.0,5.77,69.0,1.2,468.567249,1.5,0.422,8.4,47,1,63.3
2007,68.0,2.33,1,95.0,7.37,95.0,0.1,258.637,1.1,0.872,15.7,68,1,84.0
2003,98.0,9.31,0,96.0,8.15,98.0,0.1,32816.1688,0.8,0.866,18.1,49,1,78.4
2003,82.0,8.91,0,86.0,7.71,9.0,0.1,21913.7817,0.3,0.881,18.2,101,0,79.1
2003,15.0,2.19,1,74.0,9.3,74.0,0.1,5425.6697,4.7,0.0,14.8,78,1,73.5
2013,233.0,0.01,2,85.0,6.51,87.0,0.8,834.341949,6.6,0.49,10.9,34,1,62.9
2010,121.0,8.15,11,95.0,6.55,94.0,0.1,1276.265,0.9,0.802,16.8,5,1,75.5
2001,73.0,6.6,0,99.0,8.86,99.0,0.1,26969.24457,1.3,0.877,15.9,134,0,79.8
2014,245.0,0.01,19,55.0,7.56,48.0,0.5,83.1148117,3.9,0.487,9.1,61,1,63.1
2014,171.0,6.94,0,94.0,5.93,92.0,0.3,19325.24283,6.0,0.778,12.7,142,1,71.1
2001,151.0,0.51,10,77.0,4.48,77.0,0.1,73.6838434,3.1,0.642,10.4,9,1,67.5
2004,322.0,8.13,3,44.0,3.26,45.0,11.1,5685.577736,7.2,0.64,12.3,51,1,59.7
2002,95.0,0.13,0,99.0,3.4,94.0,0.1,16846.2198,6.1,0.82,13.3,21,1,74.8
2009,281.0,0.01,106,63.0,9.42,63.0,0.1,445.8932979,18.7,0.434,8.9,0,1,58.6
2000,174.0,2.61,8,88.0,6.63,94.0,1.7,188.783165,2.7,0.551,9.8,62,1,71.0
2012,27.0,0.01,88,72.0,6.47,66.0,1.5,777.3476868,8.1,0.411,7.7,88,1,57.2
2011,74.0,1.16,0,92.0,1.93,93.0,0.1,85948.746,4.6,0.827,12.4,115,1,77.5
2004,237.0,7.84,1,91.0,5.73,91.0,1.9,145.58861,5.6,0.613,11.2,60,1,65.1
2013,84.0,7.2,2,9.0,7.53,91.0,0.1,15941.39722,0.8,0.831,15.6,31,1,81.0
2000,173.0,0.01,316,83.0,2.33,82.0,0.1,45.63371,21.5,0.459,7.3,11,1,65.3
2002,87.0,1.99,0,98.0,3.89,98.0,0.1,1312.33457,5.9,0.796,13.5,10,1,74.9
2000,49.0,1.51,25,38.0,4.24,37.0,14.3,243.5429317,1.5,0.312,5.2,29,1,46.0
2006,98.0,3.28,360,94.0,4.52,93.0,0.1,299.229676,4.3,0.646,11.0,32,1,74.2
2013,161.0,10.37,0,94.0,5.67,94.0,0.1,1532.22924,2.2,0.814,15.4,77,0,74.1
2012,237.0,10.99,16,98.0,6.88,97.0,0.3,15154.45687,2.4,0.792,14.3,117,1,69.6
2010,188.0,12.9,0,95.0,7.9,95.0,0.1,11984.86857,2.8,0.824,16.8,82,0,72.4
2001,147.0,0.01,3,94.0,4.6,94.0,0.1,6269.58123,5.5,0.732,15.7,81,1,71.0
2002,22.0,1.08,0,78.0,6.9,78.0,0.1,784.9562874,1.4,0.446,7.3,128,1,66.5
2004,89.0,0.11,0,92.0,3.1,92.0,0.1,21896.6527,6.0,0.828,13.7,21,1,76.4
2009,453.0,1.56,25,45.0,3.58,42.0,7.3,449.961839,9.1,0.345,6.4,29,1,48.6
2005,29.0,0.55,101,78.0,6.34,77.0,1.9,487.942556,9.7,0.338,5.8,88,1,53.6
2007,124.0,6.16,2,84.0,6.31,85.0,0.2,668.8667,2.0,0.743,12.9,108,1,76.4
2006,77.0,9.42,1,98.0,9.34,98.0,0.1,2481.15781,0.7,0.85,16.3,55,1,79.7
2003,78.0,6.04,0,92.0,9.85,92.0,0.1,5111.65445,0.7,0.918,17.1,105,0,79.4
2012,2.0,0.28,29,83.0,4.31,91.0,0.4,136.4518,9.9,0.463,8.3,122,1,65.6
2005,127.0,7.53,12,95.0,6.85,98.0,0.1,576.883829,1.0,0.78,16.3,5,1,74.9
2007,184.0,2.15,26,98.0,5.81,96.0,0.3,83.476942,3.1,0.631,11.8,150,1,67.8
2001,37.0,9.29,3,44.0,3.23,45.0,10.1,3976.14887,7.7,0.633,12.3,51,1,59.8
2002,22.0,11.0,0,97.0,6.4,95.0,0.1,4146.987928,3.3,0.77,15.3,82,0,71.4
2007,375.0,6.35,138,75.0,3.38,73.0,2.6,2878.837144,9.6,0.454,7.7,3,1,48.2
2009,376.0,9.05,832,66.0,4.24,63.0,4.9,197.661422,11.6,0.487,9.3,104,1,51.6
2000,129.0,4.99,66,97.0,4.98,97.0,0.1,672.92113,1.9,0.694,11.4,92,1,74.8
2009,433.0,3.97,42,81.0,13.13,84.0,1.7,394.5932439,8.4,0.375,8.5,125,1,47.1
2008,66.0,10.76,1,92.0,8.78,92.0,0.1,49664.6854,0.6,0.921,19.1,7,0,81.3
2001,188.0,0.06,229,77.0,2.23,76.0,0.1,747.9817455,11.1,0.604,10.6,65,1,66.5
2001,48.0,9.58,936,36.0,3.25,27.0,5.1,351.7996666,14.1,0.0,8.0,104,1,47.4
2003,138.0,0.48,4,96.0,3.95,96.0,0.1,4463.675893,9.1,0.724,12.1,86,1,73.1
2005,78.0,13.31,0,9.0,7.27,9.0,0.1,5886.82789,0.2,0.889,17.5,67,0,78.7
2012,76.0,9.26,0,94.0,1.98,94.0,0.1,5857.521,0.9,0.922,18.4,39,0,80.0
2013,57.0,7.3,0,98.0,11.97,98.0,0.1,6283.24522,1.3,0.904,15.8,134,0,81.9
2012,57.0,7.4,0,98.0,11.8,98.0,0.1,57134.777,1.3,0.903,15.8,134,0,81.7
2001,87.0,0.76,0,93.0,2.56,93.0,0.1,2843.63635,4.5,0.809,12.6,115,1,76.3
2001,113.0,3.85,0,92.0,7.16,91.0,0.1,1524.41222,3.2,0.0,11.6,18,1,74.9
2008,74.0,8.3,2,89.0,1.3,92.0,0.1,46596.33599,0.4,0.897,15.8,28,1,87.0
2011,161.0,0.01,2,98.0,4.77,98.0,0.1,562.549434,5.4,0.756,14.0,81,1,71.3
2007,339.0,6.86,4,54.0,2.25,41.0,5.9,15761.83913,9.5,0.587,9.0,44,1,55.0
2000,11.0,3.66,1,97.0,6.26,97.0,0.1,1175.788981,2.2,0.656,10.7,1,1,72.6
2011,197.0,0.01,0,99.0,4.6,99.0,0.1,4353.121392,3.7,0.709,14.7,48,1,69.2
2007,176.0,12.55,1,99.0,7.51,99.0,0.1,13842.6549,1.9,0.809,15.3,63,0,73.5
2002,235.0,0.41,96,84.0,2.5,79.0,0.4,143.77651,13.7,0.435,7.6,97,1,62.8
2012,78.0,10.08,1,99.0,1.54,99.0,0.1,4474.5717,0.9,0.886,16.2,14,0,83.0
2009,183.0,0.22,32,93.0,6.41,89.0,0.2,48.7299,17.4,0.502,10.5,99,1,67.5
2005,92.0,0.16,0,93.0,2.62,94.0,0.1,2612.13345,5.9,0.834,14.1,21,1,76.2
2011,92.0,4.14,1,99.0,1.6,97.0,0.1,675.92436,3.2,0.78,16.5,37,1,78.8
2003,127.0,0.54,4,97.0,9.15,97.0,0.1,1889.213962,3.9,0.717,13.2,72,1,72.3
2002,83.0,9.13,0,84.0,7.89,9.0,0.1,16874.31232,0.3,0.873,17.5,101,0,78.7
2005,16.0,10.48,1,97.0,7.8,96.0,0.1,3893.68998,2.3,0.745,13.5,22,0,72.1
2004,154.0,0.62,8,78.0,7.92,77.0,0.1,145.2163,3.0,0.668,11.0,9,1,68.4
2000,17.0,1.64,1,94.0,2.38,94.0,0.1,3371.26869,5.1,0.791,11.8,148,1,74.2
2012,263.0,1.81,84,94.0,5.49,94.0,3.0,1155.2582,7.8,0.536,11.1,74,1,62.1
2008,146.0,3.97,0,54.0,4.52,26.0,0.1,359.82223,0.2,0.688,12.9,119,1,72.5
2007,59.0,7.53,0,97.0,8.75,97.0,0.1,68348.31817,0.9,0.887,18.2,64,0,81.3
2003,134.0,1.29,11,85.0,5.12,83.0,0.1,1253.39143,6.4,0.599,10.3,136,1,73.0
2011,76.0,1.66,0,99.0,3.4,99.0,0.1,2281.1242,6.0,0.812,14.4,10,1,76.1
2005,168.0,3.94,0,97.0,4.47,97.0,0.1,5116.45424,7.6,0.704,13.0,91,1,72.1
2006,288.0,0.53,98,79.0,6.56,78.0,1.8,521.6425796,9.5,0.35,6.1,88,1,54.3
2002,523.0,10.42,181,57.0,7.78,57.0,10.0,24.2423229,6.8,0.404,11.0,146,1,48.8
2004,194.0,3.81,4,8.0,6.13,79.0,0.3,191.55157,2.0,0.587,11.0,102,1,71.0
2011,14.0,0.96,0,84.0,4.6,82.0,0.1,445.18866,0.1,0.712,14.4,141,1,72.9
2000,11.0,11.89,1,96.0,9.14,96.0,0.1,1152.39681,0.6,0.777,15.5,114,0,76.6
2012,22.0,2.75,8,98.0,1.96,97.0,0.1,6675.262954,3.3,0.672,10.7,145,1,65.6
2009,67.0,6.68,0,94.0,9.49,94.0,0.1,817.77681,0.7,0.936,17.4,105,0,89.0
2014,77.0,1.91,1,99.0,3.64,99.0,0.1,44449.7435,5.0,0.832,13.3,148,1,76.9
2010,178.0,0.24,30,83.0,6.43,82.0,0.2,592.1835216,17.2,0.515,11.1,99,1,68.0
2006,161.0,5.61,4,98.0,6.43,98.0,0.2,189.71539,2.2,0.648,12.1,110,1,72.3
2009,16.0,5.88,12,99.0,4.11,99.0,0.3,4212.5492,8.5,0.706,13.0,138,1,73.7
2005,163.0,3.23,6,98.0,7.81,98.0,0.9,1311.741714,2.4,0.577,10.6,62,1,72.5
2007,165.0,6.2,14,98.0,3.56,98.0,0.4,3972.26475,8.8,0.687,12.3,138,1,73.3
2000,163.0,9.69,1,94.0,6.7,93.0,0.1,169.28586,2.5,0.709,12.9,22,0,71.1
2000,426.0,7.13,57,9.0,4.22,9.0,8.5,216.172747,7.7,0.318,6.6,118,1,48.3
2006,526.0,2.25,52,83.0,6.11,81.0,15.9,13.154199,6.9,0.479,10.9,152,1,58.0
2006,129.0,4.25,0,97.0,5.11,96.0,0.6,234.28992,8.3,0.596,11.9,25,1,72.1
2010,73.0,1.83,0,97.0,7.93,96.0,0.1,633.79498,14.1,0.653,11.6,87,1,76.7
2014,26.0,0.01,12,84.0,3.77,84.0,0.9,1326.66882,7.7,0.509,8.5,90,1,63.0
2013,251.0,0.01,39,73.0,4.59,77.0,1.2,915.2674586,7.1,0.466,10.3,16,1,59.5
2005,222.0,12.3,0,93.0,5.83,94.0,0.1,7863.1629,3.1,0.798,16.2,82,0,78.0
2007,16.0,3.16,6,94.0,7.89,94.0,0.7,1592.572182,2.3,0.59,10.9,62,1,73.0
2004,71.0,1.45,0,95.0,3.17,95.0,0.1,2745.27136,2.0,0.82,12.7,126,0,79.7
2004,17.0,6.85,93,99.0,7.7,99.0,0.1,3623.47667,3.2,0.695,14.0,20,1,72.0
2008,184.0,2.36,25,98.0,5.92,98.0,0.3,182.28625,3.1,0.644,11.9,150,1,67.9
2005,62.0,7.05,0,95.0,9.21,95.0,0.1,56249.7555,0.9,0.879,17.9,64,0,81.0
2001,219.0,2.88,4,94.0,8.2,92.0,0.4,2338.772244,2.0,0.615,11.6,43,1,68.9
2001,124.0,10.8,0,93.0,8.57,92.0,0.1,1479.29634,2.2,0.824,14.7,127,0,76.2
2006,361.0,4.5,36,88.0,11.49,92.0,3.8,165.8794176,8.2,0.29,5.9,24,1,54.1
2005,19.0,4.48,1,99.0,9.39,89.0,0.1,3779.577,3.3,0.719,14.2,37,1,77.2
2013,131.0,0.01,0,62.0,6.91,67.0,0.1,4219.65123,0.1,0.7,12.9,119,1,73.6
2014,73.0,7.53,0,99.0,8.8,99.0,0.1,21673.7817,0.7,0.862,17.2,55,1,88.0
2006,191.0,0.06,194,78.0,2.91,72.0,0.1,1586.254,1.8,0.632,10.9,65,1,67.3
2000,175.0,10.16,5,99.0,4.33,99.0,0.1,1668.162731,4.3,0.703,11.5,116,0,77.0
2010,267.0,1.69,59,94.0,5.33,94.0,1.9,1312.67557,7.0,0.547,10.5,54,1,69.0
2000,296.0,8.87,3,44.0,2.89,45.0,9.5,4116.46693,7.8,0.637,12.2,51,1,61.0
2007,148.0,3.64,1,94.0,4.87,92.0,0.9,462.517913,1.7,0.714,12.5,70,1,74.2
2010,94.0,0.09,9,98.0,3.49,98.0,0.1,19259.58726,7.4,0.792,13.3,121,1,73.7
2001,89.0,14.27,0,84.0,6.6,84.0,0.1,28223.55528,0.3,0.857,16.4,67,0,77.0
2012,72.0,1.13,0,93.0,2.16,92.0,0.1,88564.82298,4.7,0.837,13.4,115,1,77.8
2011,242.0,11.04,17,97.0,6.61,97.0,0.3,14212.687,2.4,0.785,14.0,117,1,69.4
2004,15.0,1.36,4,97.0,5.63,97.0,0.1,3112.83529,6.3,0.673,13.6,143,1,74.0
2010,75.0,12.1,0,86.0,11.17,86.0,0.1,46657.629,1.9,0.872,15.4,8,0,84.0
2011,289.0,3.57,7,85.0,5.46,86.0,5.7,692.69989,7.7,0.41,9.0,59,1,57.1
2010,459.0,4.93,4,89.0,8.47,89.0,21.6,369.239336,5.6,0.523,11.0,133,1,53.6
2007,75.0,13.59,0,92.0,7.57,92.0,0.1,61388.17457,0.2,0.902,17.6,67,0,79.5
2006,32.0,4.73,86,94.0,6.58,86.0,2.0,422.6332374,9.6,0.325,4.7,23,1,54.3
2003,215.0,1.18,0,84.0,6.0,84.0,0.1,744.7657423,1.3,0.453,8.0,128,1,66.8
2006,336.0,0.97,9,94.0,3.3,94.0,1.4,297.828588,9.3,0.405,5.3,45,1,59.7
2003,146.0,1.69,5,98.0,3.95,99.0,0.1,989.4547732,15.5,0.697,12.7,131,1,73.9
2007,24.0,13.4,0,95.0,6.22,95.0,0.1,12297.91535,3.0,0.812,16.4,82,0,72.0
2004,213.0,0.06,237,79.0,2.37,71.0,0.1,1148.56996,1.9,0.624,11.0,65,1,65.3
2002,117.0,9.29,0,93.0,8.62,93.0,0.1,11814.9994,2.2,0.835,15.6,127,0,76.6
2011,125.0,1.98,6,91.0,5.1,87.0,0.1,7189.691229,2.9,0.741,11.7,9,1,71.6
2006,133.0,8.58,1,97.0,8.99,92.0,0.1,4129.758741,2.5,0.739,13.4,123,1,73.6
2010,163.0,0.1,3,72.0,0.92,72.0,0.1,849.8626972,11.5,0.599,12.4,139,1,66.9
2014,148.0,0.01,0,98.0,4.81,97.0,0.1,1153.93822,6.9,0.769,14.7,91,1,74.2
2012,54.0,9.86,0,96.0,11.59,96.0,0.1,83164.38795,0.3,0.932,15.7,135,0,82.7
2007,241.0,2.58,8,98.0,2.16,98.0,0.1,26.371428,3.3,0.0,10.4,145,1,64.1
2011,266.0,3.72,12,77.0,11.23,77.0,1.5,379.689583,7.0,0.406,9.5,80,1,62.0
2001,251.0,0.34,49,49.0,4.98,52.0,0.6,481.287397,12.1,0.381,5.4,122,1,57.9
2007,39.0,1.06,286,61.0,4.69,5.0,2.8,243.326822,11.0,0.362,7.1,47,1,58.5
2007,221.0,12.12,0,94.0,7.1,94.0,0.1,1444.1589,2.4,0.814,16.2,77,0,78.0
2010,132.0,0.01,2,98.0,3.5,98.0,0.1,1212.56217,5.4,0.755,14.3,81,1,72.8
2012,288.0,0.01,42,63.0,5.39,62.0,1.9,52.3485646,7.8,0.396,8.5,58,1,58.4
2005,291.0,0.02,118,58.0,8.7,58.0,0.1,25.2941299,19.5,0.396,7.9,0,1,57.3
2003,126.0,5.52,2,95.0,7.6,98.0,0.1,4267.13578,2.2,0.728,12.8,108,1,75.5
2006,271.0,2.91,2,98.0,4.68,99.0,0.1,1334.651896,2.4,0.649,12.7,93,1,65.0
2009,88.0,11.8,3,98.0,11.28,98.0,0.1,41631.13141,0.6,0.879,16.0,50,1,81.1
2005,28.0,5.71,8,86.0,4.26,87.0,2.0,3681.5993,3.4,0.668,12.6,41,1,69.7
2003,146.0,0.58,28,91.0,5.25,91.0,0.1,1721.973863,6.4,0.551,9.3,95,1,69.9
2007,8.0,12.5,0,85.0,1.4,85.0,0.1,46586.6525,1.9,0.86,15.2,8,0,81.0
2010,154.0,7.91,0,94.0,6.41,97.0,0.1,7365.666659,3.8,0.0,15.8,56,1,72.6
2008,84.0,0.67,0,97.0,2.23,98.0,0.1,37951.286,5.6,0.84,14.2,21,1,77.2
2008,225.0,4.26,2,95.0,5.58,96.0,0.1,2139.625631,2.3,0.673,13.4,93,1,67.4
2001,586.0,2.86,7,78.0,7.53,78.0,31.2,437.819184,11.1,0.443,10.3,79,1,47.8
2007,124.0,6.67,1,94.0,8.23,94.0,0.1,79.69746,1.5,0.76,15.3,149,1,75.4
2001,316.0,0.01,122,35.0,7.8,33.0,0.1,117.49698,2.4,0.34,5.9,0,1,55.3
2008,92.0,12.35,0,97.0,9.9,97.0,0.1,24815.6884,0.5,0.804,15.8,114,0,79.0
2011,8.0,10.11,1,98.0,1.42,98.0,0.1,4772.77415,0.9,0.884,16.1,14,0,83.0
2008,64.0,7.14,0,72.0,8.15,72.0,0.1,21928.767,0.7,0.813,14.6,89,0,80.0
2014,119.0,6.74,1,8.0,8.3,8.0,0.1,12593.7374,1.8,0.78,13.0,108,1,77.6
2012,513.0,0.01,6,93.0,11.14,95.0,9.0,1281.516,6.2,0.479,11.0,79,1,52.2
2001,229.0,0.01,12,75.0,4.34,75.0,1.2,464.229758,1.5,0.444,6.5,90,1,61.0
2009,131.0,0.47,4,97.0,3.97,97.0,0.1,7326.744435,8.2,0.756,12.6,86,1,74.0
2004,21.0,2.4,18,88.0,6.77,87.0,0.4,1872.73783,1.4,0.564,9.3,57,1,69.6
2010,246.0,0.15,2,82.0,5.82,74.0,0.1,769.1742883,6.9,0.476,10.5,34,1,61.8
2004,98.0,11.27,0,95.0,9.67,95.0,0.1,46511.6457,1.0,0.893,16.5,39,0,77.7
2001,125.0,7.38,0,93.0,5.47,84.0,0.7,11513.87189,4.2,0.75,14.0,12,1,73.4
2013,286.0,0.01,2,96.0,5.84,95.0,2.8,77.625783,6.7,0.693,12.6,19,1,64.2
2008,165.0,11.64,1,99.0,7.33,99.0,0.1,15669.25929,1.9,0.812,15.3,63,0,74.1
2007,76.0,9.19,0,88.0,8.35,88.0,0.1,3259.73471,0.3,0.891,19.2,101,0,81.0
2014,23.0,0.01,16,98.0,7.53,98.0,0.4,76.5699517,5.8,0.488,10.8,118,1,65.7
2014,2.0,0.01,0,79.0,1.21,75.0,0.1,1684.54274,0.1,0.597,11.9,75,1,66.1
2007,114.0,12.56,0,96.0,7.44,96.0,0.1,13546.69872,1.7,0.793,14.3,36,0,75.8
2010,73.0,1.93,0,99.0,3.64,99.0,0.1,2722.1389,5.9,0.81,14.4,10,1,76.1
2002,47.0,4.58,97,66.0,4.86,66.0,7.8,676.397661,7.5,0.452,8.4,27,1,51.6
2006,28.0,6.18,23,61.0,5.7,6.0,3.3,55.47626,4.3,0.455,8.3,61,1,61.1
2004,97.0,6.32,2,94.0,6.93,93.0,0.1,621.828325,1.0,0.781,14.3,31,1,78.0
2005,434.0,1.23,117,71.0,6.87,8.0,16.2,369.1545359,3.8,0.341,7.3,96,1,58.0
2003,122.0,13.78,0,95.0,6.35,94.0,0.1,785.881418,1.9,0.765,12.9,36,0,74.7
